load,T,Datetime
3962.0,33.67,2011-12-01 20:00:00
3818.0,32.33,2011-12-01 21:00:00
3536.0,31.67,2011-12-01 22:00:00
3188.0,31.33,2011-12-01 23:00:00
2908.0,28.67,2011-12-02 00:00:00
2730.0,27.67,2011-12-02 01:00:00
2654.0,26.67,2011-12-02 02:00:00
2610.0,28.0,2011-12-02 03:00:00
2623.0,27.33,2011-12-02 04:00:00
2718.0,26.67,2011-12-02 05:00:00
3010.0,26.0,2011-12-02 06:00:00
3498.0,25.33,2011-12-02 07:00:00
3681.0,27.0,2011-12-02 08:00:00
3667.0,29.67,2011-12-02 09:00:00
3643.0,33.67,2011-12-02 10:00:00
3607.0,36.67,2011-12-02 11:00:00
3590.0,38.67,2011-12-02 12:00:00
3539.0,41.33,2011-12-02 13:00:00
3527.0,42.33,2011-12-02 14:00:00
3507.0,41.67,2011-12-02 15:00:00
3530.0,41.67,2011-12-02 16:00:00
3814.0,40.67,2011-12-02 17:00:00
3925.0,39.67,2011-12-02 18:00:00
3878.0,38.0,2011-12-02 19:00:00
3767.0,36.67,2011-12-02 20:00:00
3635.0,35.0,2011-12-02 21:00:00
3408.0,34.0,2011-12-02 22:00:00
3128.0,31.33,2011-12-02 23:00:00
2845.0,33.33,2011-12-03 00:00:00
2656.0,32.33,2011-12-03 01:00:00
2541.0,31.67,2011-12-03 02:00:00
2482.0,31.67,2011-12-03 03:00:00
2488.0,31.0,2011-12-03 04:00:00
2551.0,30.33,2011-12-03 05:00:00
2676.0,29.0,2011-12-03 06:00:00
2912.0,27.67,2011-12-03 07:00:00
3123.0,26.67,2011-12-03 08:00:00
3317.0,28.0,2011-12-03 09:00:00
3397.0,32.67,2011-12-03 10:00:00
3381.0,34.67,2011-12-03 11:00:00
3318.0,36.0,2011-12-03 12:00:00
3255.0,37.33,2011-12-03 13:00:00
3192.0,38.67,2011-12-03 14:00:00
3192.0,39.33,2011-12-03 15:00:00
3254.0,39.0,2011-12-03 16:00:00
3613.0,37.0,2011-12-03 17:00:00
3803.0,33.33,2011-12-03 18:00:00
3755.0,32.33,2011-12-03 19:00:00
3638.0,32.33,2011-12-03 20:00:00
3514.0,30.0,2011-12-03 21:00:00
3325.0,29.67,2011-12-03 22:00:00
3080.0,29.33,2011-12-03 23:00:00
2827.0,29.67,2011-12-04 00:00:00
2642.0,29.33,2011-12-04 01:00:00
2530.0,29.0,2011-12-04 02:00:00
2482.0,29.0,2011-12-04 03:00:00
2464.0,30.33,2011-12-04 04:00:00
2490.0,30.0,2011-12-04 05:00:00
2581.0,30.0,2011-12-04 06:00:00
2731.0,29.33,2011-12-04 07:00:00
2919.0,29.0,2011-12-04 08:00:00
3154.0,31.0,2011-12-04 09:00:00
3254.0,35.0,2011-12-04 10:00:00
3248.0,40.0,2011-12-04 11:00:00
3222.0,43.67,2011-12-04 12:00:00
3211.0,46.33,2011-12-04 13:00:00
3167.0,48.33,2011-12-04 14:00:00
3143.0,49.0,2011-12-04 15:00:00
3179.0,48.67,2011-12-04 16:00:00
3575.0,48.0,2011-12-04 17:00:00
3840.0,46.0,2011-12-04 18:00:00
3795.0,45.33,2011-12-04 19:00:00
3644.0,44.33,2011-12-04 20:00:00
3465.0,44.67,2011-12-04 21:00:00
3167.0,44.67,2011-12-04 22:00:00
2840.0,44.33,2011-12-04 23:00:00
2591.0,43.67,2011-12-05 00:00:00
2443.0,43.67,2011-12-05 01:00:00
2355.0,43.0,2011-12-05 02:00:00
2332.0,43.0,2011-12-05 03:00:00
2337.0,42.67,2011-12-05 04:00:00
2454.0,41.67,2011-12-05 05:00:00
2756.0,39.0,2011-12-05 06:00:00
3255.0,39.67,2011-12-05 07:00:00
3468.0,38.67,2011-12-05 08:00:00
3479.0,40.0,2011-12-05 09:00:00
3520.0,42.0,2011-12-05 10:00:00
3538.0,44.0,2011-12-05 11:00:00
3534.0,46.0,2011-12-05 12:00:00
3502.0,48.33,2011-12-05 13:00:00
3485.0,51.33,2011-12-05 14:00:00
3456.0,53.33,2011-12-05 15:00:00
3478.0,53.0,2011-12-05 16:00:00
3787.0,50.67,2011-12-05 17:00:00
4006.0,48.67,2011-12-05 18:00:00
3979.0,48.0,2011-12-05 19:00:00
3850.0,46.67,2011-12-05 20:00:00
3647.0,46.67,2011-12-05 21:00:00
3345.0,45.67,2011-12-05 22:00:00
2982.0,43.33,2011-12-05 23:00:00
2686.0,44.0,2011-12-06 00:00:00
2493.0,44.33,2011-12-06 01:00:00
2395.0,46.0,2011-12-06 02:00:00
2353.0,47.67,2011-12-06 03:00:00
2347.0,47.33,2011-12-06 04:00:00
2426.0,47.0,2011-12-06 05:00:00
2709.0,47.0,2011-12-06 06:00:00
3212.0,47.0,2011-12-06 07:00:00
3468.0,46.67,2011-12-06 08:00:00
3491.0,46.67,2011-12-06 09:00:00
3503.0,47.0,2011-12-06 10:00:00
3534.0,47.67,2011-12-06 11:00:00
3532.0,48.33,2011-12-06 12:00:00
3493.0,49.67,2011-12-06 13:00:00
3493.0,50.67,2011-12-06 14:00:00
3476.0,50.67,2011-12-06 15:00:00
3557.0,50.67,2011-12-06 16:00:00
3862.0,49.67,2011-12-06 17:00:00
4016.0,48.33,2011-12-06 18:00:00
3968.0,47.33,2011-12-06 19:00:00
3834.0,46.33,2011-12-06 20:00:00
3621.0,46.0,2011-12-06 21:00:00
3350.0,46.0,2011-12-06 22:00:00
2979.0,44.67,2011-12-06 23:00:00
2688.0,44.67,2011-12-07 00:00:00
2492.0,43.67,2011-12-07 01:00:00
2396.0,43.0,2011-12-07 02:00:00
2348.0,42.0,2011-12-07 03:00:00
2354.0,41.33,2011-12-07 04:00:00
2446.0,41.0,2011-12-07 05:00:00
2729.0,41.0,2011-12-07 06:00:00
3210.0,40.33,2011-12-07 07:00:00
3487.0,40.33,2011-12-07 08:00:00
3522.0,40.33,2011-12-07 09:00:00
3559.0,40.33,2011-12-07 10:00:00
3616.0,40.67,2011-12-07 11:00:00
3624.0,41.0,2011-12-07 12:00:00
3624.0,40.67,2011-12-07 13:00:00
3638.0,40.33,2011-12-07 14:00:00
3624.0,40.33,2011-12-07 15:00:00
3683.0,40.0,2011-12-07 16:00:00
3955.0,39.67,2011-12-07 17:00:00
4069.0,39.67,2011-12-07 18:00:00
4007.0,38.67,2011-12-07 19:00:00
3888.0,38.33,2011-12-07 20:00:00
3721.0,37.67,2011-12-07 21:00:00
3440.0,37.33,2011-12-07 22:00:00
3100.0,37.33,2011-12-07 23:00:00
2799.0,36.67,2011-12-08 00:00:00
2618.0,36.67,2011-12-08 01:00:00
2526.0,36.0,2011-12-08 02:00:00
2477.0,35.33,2011-12-08 03:00:00
2488.0,34.67,2011-12-08 04:00:00
2587.0,34.0,2011-12-08 05:00:00
2847.0,32.67,2011-12-08 06:00:00
3348.0,31.67,2011-12-08 07:00:00
3543.0,32.33,2011-12-08 08:00:00
3561.0,32.33,2011-12-08 09:00:00
3615.0,33.67,2011-12-08 10:00:00
3636.0,35.0,2011-12-08 11:00:00
3617.0,36.67,2011-12-08 12:00:00
3602.0,39.0,2011-12-08 13:00:00
3605.0,40.0,2011-12-08 14:00:00
3590.0,40.0,2011-12-08 15:00:00
3618.0,39.0,2011-12-08 16:00:00
3891.0,38.0,2011-12-08 17:00:00
4085.0,36.0,2011-12-08 18:00:00
4065.0,33.67,2011-12-08 19:00:00
4027.0,31.33,2011-12-08 20:00:00
3898.0,31.0,2011-12-08 21:00:00
3625.0,30.67,2011-12-08 22:00:00
3290.0,32.33,2011-12-08 23:00:00
2995.0,32.67,2011-12-09 00:00:00
2801.0,32.67,2011-12-09 01:00:00
2706.0,32.33,2011-12-09 02:00:00
2656.0,33.0,2011-12-09 03:00:00
2656.0,33.0,2011-12-09 04:00:00
2768.0,31.67,2011-12-09 05:00:00
3019.0,30.67,2011-12-09 06:00:00
3503.0,31.67,2011-12-09 07:00:00
3705.0,30.67,2011-12-09 08:00:00
3714.0,31.67,2011-12-09 09:00:00
3715.0,34.33,2011-12-09 10:00:00
3682.0,35.67,2011-12-09 11:00:00
3641.0,36.67,2011-12-09 12:00:00
3604.0,40.0,2011-12-09 13:00:00
3589.0,41.33,2011-12-09 14:00:00
3561.0,42.67,2011-12-09 15:00:00
3587.0,42.0,2011-12-09 16:00:00
3920.0,41.0,2011-12-09 17:00:00
4073.0,40.0,2011-12-09 18:00:00
4001.0,37.33,2011-12-09 19:00:00
3890.0,36.67,2011-12-09 20:00:00
3745.0,35.67,2011-12-09 21:00:00
3521.0,34.67,2011-12-09 22:00:00
3226.0,34.33,2011-12-09 23:00:00
2931.0,33.67,2011-12-10 00:00:00
2708.0,33.33,2011-12-10 01:00:00
2585.0,34.0,2011-12-10 02:00:00
2518.0,34.0,2011-12-10 03:00:00
2494.0,33.0,2011-12-10 04:00:00
2551.0,32.33,2011-12-10 05:00:00
2662.0,30.33,2011-12-10 06:00:00
2878.0,30.0,2011-12-10 07:00:00
3125.0,30.0,2011-12-10 08:00:00
3349.0,30.0,2011-12-10 09:00:00
3479.0,32.67,2011-12-10 10:00:00
3492.0,37.33,2011-12-10 11:00:00
3485.0,38.33,2011-12-10 12:00:00
3449.0,36.33,2011-12-10 13:00:00
3406.0,35.67,2011-12-10 14:00:00
3391.0,35.33,2011-12-10 15:00:00
3445.0,35.33,2011-12-10 16:00:00
3818.0,33.0,2011-12-10 17:00:00
4013.0,30.67,2011-12-10 18:00:00
3944.0,28.67,2011-12-10 19:00:00
3828.0,28.0,2011-12-10 20:00:00
3708.0,26.67,2011-12-10 21:00:00
3532.0,27.67,2011-12-10 22:00:00
3289.0,26.67,2011-12-10 23:00:00
3031.0,25.67,2011-12-11 00:00:00
2846.0,24.33,2011-12-11 01:00:00
2738.0,23.67,2011-12-11 02:00:00
2682.0,22.33,2011-12-11 03:00:00
2667.0,20.67,2011-12-11 04:00:00
2702.0,21.33,2011-12-11 05:00:00
2779.0,20.67,2011-12-11 06:00:00
2955.0,20.33,2011-12-11 07:00:00
3146.0,19.0,2011-12-11 08:00:00
3374.0,21.0,2011-12-11 09:00:00
3489.0,26.0,2011-12-11 10:00:00
3515.0,29.0,2011-12-11 11:00:00
3493.0,31.67,2011-12-11 12:00:00
3472.0,33.33,2011-12-11 13:00:00
3428.0,34.33,2011-12-11 14:00:00
3404.0,34.67,2011-12-11 15:00:00
3465.0,34.67,2011-12-11 16:00:00
3897.0,33.33,2011-12-11 17:00:00
4167.0,31.0,2011-12-11 18:00:00
4138.0,29.67,2011-12-11 19:00:00
4031.0,30.0,2011-12-11 20:00:00
3852.0,29.33,2011-12-11 21:00:00
3525.0,29.67,2011-12-11 22:00:00
3233.0,30.0,2011-12-11 23:00:00
2961.0,29.67,2011-12-12 00:00:00
2784.0,29.0,2011-12-12 01:00:00
2701.0,28.67,2011-12-12 02:00:00
2681.0,29.33,2011-12-12 03:00:00
2687.0,28.0,2011-12-12 04:00:00
2794.0,27.33,2011-12-12 05:00:00
3069.0,25.67,2011-12-12 06:00:00
3570.0,25.0,2011-12-12 07:00:00
3776.0,25.67,2011-12-12 08:00:00
3758.0,26.33,2011-12-12 09:00:00
3727.0,31.0,2011-12-12 10:00:00
3686.0,35.33,2011-12-12 11:00:00
3633.0,39.0,2011-12-12 12:00:00
3558.0,42.0,2011-12-12 13:00:00
3518.0,44.0,2011-12-12 14:00:00
3479.0,45.33,2011-12-12 15:00:00
3530.0,44.67,2011-12-12 16:00:00
3911.0,42.33,2011-12-12 17:00:00
4143.0,37.0,2011-12-12 18:00:00
4142.0,33.67,2011-12-12 19:00:00
4064.0,32.33,2011-12-12 20:00:00
3894.0,30.33,2011-12-12 21:00:00
3614.0,27.33,2011-12-12 22:00:00
3253.0,25.33,2011-12-12 23:00:00
2938.0,25.67,2011-12-13 00:00:00
2766.0,24.0,2011-12-13 01:00:00
2685.0,23.33,2011-12-13 02:00:00
2660.0,22.67,2011-12-13 03:00:00
2665.0,21.33,2011-12-13 04:00:00
2787.0,20.33,2011-12-13 05:00:00
3086.0,21.33,2011-12-13 06:00:00
3602.0,20.67,2011-12-13 07:00:00
3796.0,20.33,2011-12-13 08:00:00
3786.0,23.33,2011-12-13 09:00:00
3733.0,27.0,2011-12-13 10:00:00
3702.0,32.0,2011-12-13 11:00:00
3651.0,36.33,2011-12-13 12:00:00
3592.0,39.0,2011-12-13 13:00:00
3547.0,42.0,2011-12-13 14:00:00
3504.0,43.0,2011-12-13 15:00:00
3551.0,42.33,2011-12-13 16:00:00
3942.0,40.67,2011-12-13 17:00:00
4172.0,39.67,2011-12-13 18:00:00
4146.0,37.33,2011-12-13 19:00:00
4037.0,36.33,2011-12-13 20:00:00
3855.0,36.0,2011-12-13 21:00:00
3575.0,34.67,2011-12-13 22:00:00
3207.0,34.33,2011-12-13 23:00:00
2903.0,34.67,2011-12-14 00:00:00
2701.0,33.67,2011-12-14 01:00:00
2600.0,33.67,2011-12-14 02:00:00
2546.0,34.0,2011-12-14 03:00:00
2543.0,34.0,2011-12-14 04:00:00
2635.0,33.67,2011-12-14 05:00:00
2903.0,33.33,2011-12-14 06:00:00
3399.0,33.33,2011-12-14 07:00:00
3646.0,33.67,2011-12-14 08:00:00
3642.0,34.0,2011-12-14 09:00:00
3636.0,34.67,2011-12-14 10:00:00
3643.0,36.33,2011-12-14 11:00:00
3624.0,37.33,2011-12-14 12:00:00
3584.0,38.33,2011-12-14 13:00:00
3564.0,39.0,2011-12-14 14:00:00
3550.0,39.67,2011-12-14 15:00:00
3604.0,39.33,2011-12-14 16:00:00
3949.0,39.0,2011-12-14 17:00:00
4137.0,37.0,2011-12-14 18:00:00
4111.0,36.0,2011-12-14 19:00:00
4013.0,34.67,2011-12-14 20:00:00
3837.0,33.67,2011-12-14 21:00:00
3558.0,35.0,2011-12-14 22:00:00
3181.0,34.0,2011-12-14 23:00:00
2857.0,36.0,2011-12-15 00:00:00
2650.0,37.33,2011-12-15 01:00:00
2535.0,37.33,2011-12-15 02:00:00
2495.0,38.0,2011-12-15 03:00:00
2500.0,38.33,2011-12-15 04:00:00
2598.0,39.0,2011-12-15 05:00:00
2881.0,39.33,2011-12-15 06:00:00
3356.0,40.33,2011-12-15 07:00:00
3627.0,40.33,2011-12-15 08:00:00
3648.0,41.0,2011-12-15 09:00:00
3683.0,42.0,2011-12-15 10:00:00
3698.0,43.67,2011-12-15 11:00:00
3703.0,43.67,2011-12-15 12:00:00
3674.0,45.0,2011-12-15 13:00:00
3682.0,45.33,2011-12-15 14:00:00
3665.0,46.0,2011-12-15 15:00:00
3724.0,46.33,2011-12-15 16:00:00
3955.0,47.33,2011-12-15 17:00:00
4051.0,47.67,2011-12-15 18:00:00
3993.0,48.0,2011-12-15 19:00:00
3903.0,48.0,2011-12-15 20:00:00
3737.0,48.67,2011-12-15 21:00:00
3450.0,49.33,2011-12-15 22:00:00
3092.0,49.33,2011-12-15 23:00:00
2757.0,49.0,2011-12-16 00:00:00
2547.0,49.0,2011-12-16 01:00:00
2428.0,48.67,2011-12-16 02:00:00
2393.0,49.0,2011-12-16 03:00:00
2389.0,48.67,2011-12-16 04:00:00
2480.0,48.0,2011-12-16 05:00:00
2755.0,47.67,2011-12-16 06:00:00
3258.0,47.0,2011-12-16 07:00:00
3506.0,45.67,2011-12-16 08:00:00
3531.0,44.33,2011-12-16 09:00:00
3541.0,44.67,2011-12-16 10:00:00
3566.0,46.0,2011-12-16 11:00:00
3548.0,45.33,2011-12-16 12:00:00
3519.0,44.67,2011-12-16 13:00:00
3496.0,44.67,2011-12-16 14:00:00
3477.0,43.67,2011-12-16 15:00:00
3547.0,43.0,2011-12-16 16:00:00
3882.0,41.33,2011-12-16 17:00:00
4049.0,39.67,2011-12-16 18:00:00
4001.0,37.67,2011-12-16 19:00:00
3880.0,36.67,2011-12-16 20:00:00
3748.0,35.33,2011-12-16 21:00:00
3549.0,34.0,2011-12-16 22:00:00
3265.0,33.33,2011-12-16 23:00:00
2956.0,32.0,2011-12-17 00:00:00
2738.0,31.0,2011-12-17 01:00:00
2632.0,30.33,2011-12-17 02:00:00
2586.0,27.67,2011-12-17 03:00:00
2574.0,26.67,2011-12-17 04:00:00
2614.0,26.0,2011-12-17 05:00:00
2738.0,26.33,2011-12-17 06:00:00
2965.0,26.33,2011-12-17 07:00:00
3229.0,26.0,2011-12-17 08:00:00
3486.0,28.33,2011-12-17 09:00:00
3629.0,28.67,2011-12-17 10:00:00
3665.0,29.0,2011-12-17 11:00:00
3623.0,29.33,2011-12-17 12:00:00
3571.0,29.33,2011-12-17 13:00:00
3533.0,29.33,2011-12-17 14:00:00
3523.0,28.67,2011-12-17 15:00:00
3586.0,27.67,2011-12-17 16:00:00
3943.0,26.33,2011-12-17 17:00:00
4131.0,25.0,2011-12-17 18:00:00
4059.0,24.0,2011-12-17 19:00:00
3953.0,22.33,2011-12-17 20:00:00
3846.0,21.33,2011-12-17 21:00:00
3654.0,19.67,2011-12-17 22:00:00
3417.0,18.33,2011-12-17 23:00:00
3152.0,17.33,2011-12-18 00:00:00
2945.0,16.33,2011-12-18 01:00:00
2854.0,15.33,2011-12-18 02:00:00
2802.0,14.67,2011-12-18 03:00:00
2787.0,14.33,2011-12-18 04:00:00
2819.0,13.0,2011-12-18 05:00:00
2910.0,12.33,2011-12-18 06:00:00
3089.0,12.0,2011-12-18 07:00:00
3296.0,11.0,2011-12-18 08:00:00
3554.0,11.33,2011-12-18 09:00:00
3683.0,14.67,2011-12-18 10:00:00
3709.0,17.67,2011-12-18 11:00:00
3692.0,20.0,2011-12-18 12:00:00
3660.0,21.0,2011-12-18 13:00:00
3619.0,22.67,2011-12-18 14:00:00
3605.0,23.33,2011-12-18 15:00:00
3682.0,23.33,2011-12-18 16:00:00
4091.0,21.67,2011-12-18 17:00:00
4335.0,19.0,2011-12-18 18:00:00
4338.0,17.67,2011-12-18 19:00:00
4227.0,16.0,2011-12-18 20:00:00
4096.0,13.0,2011-12-18 21:00:00
3824.0,13.67,2011-12-18 22:00:00
3507.0,12.0,2011-12-18 23:00:00
3219.0,12.67,2011-12-19 00:00:00
3044.0,13.0,2011-12-19 01:00:00
2954.0,12.0,2011-12-19 02:00:00
2922.0,12.33,2011-12-19 03:00:00
2933.0,12.33,2011-12-19 04:00:00
3034.0,12.33,2011-12-19 05:00:00
3334.0,13.33,2011-12-19 06:00:00
3835.0,13.67,2011-12-19 07:00:00
4009.0,14.67,2011-12-19 08:00:00
3868.0,17.0,2011-12-19 09:00:00
3865.0,21.67,2011-12-19 10:00:00
3901.0,25.33,2011-12-19 11:00:00
3928.0,28.67,2011-12-19 12:00:00
3910.0,31.67,2011-12-19 13:00:00
3856.0,34.33,2011-12-19 14:00:00
3812.0,37.67,2011-12-19 15:00:00
3837.0,37.67,2011-12-19 16:00:00
4166.0,37.67,2011-12-19 17:00:00
4376.0,38.0,2011-12-19 18:00:00
4334.0,39.0,2011-12-19 19:00:00
4216.0,38.33,2011-12-19 20:00:00
4029.0,37.67,2011-12-19 21:00:00
3715.0,37.67,2011-12-19 22:00:00
3340.0,38.33,2011-12-19 23:00:00
3001.0,37.67,2011-12-20 00:00:00
2768.0,38.67,2011-12-20 01:00:00
2668.0,38.33,2011-12-20 02:00:00
2614.0,37.67,2011-12-20 03:00:00
2625.0,35.67,2011-12-20 04:00:00
2745.0,34.67,2011-12-20 05:00:00
3047.0,33.0,2011-12-20 06:00:00
3561.0,31.0,2011-12-20 07:00:00
3787.0,29.67,2011-12-20 08:00:00
3817.0,29.33,2011-12-20 09:00:00
3823.0,29.0,2011-12-20 10:00:00
3837.0,29.33,2011-12-20 11:00:00
3801.0,30.0,2011-12-20 12:00:00
3749.0,30.67,2011-12-20 13:00:00
3735.0,30.67,2011-12-20 14:00:00
3727.0,31.33,2011-12-20 15:00:00
3777.0,31.0,2011-12-20 16:00:00
4187.0,28.0,2011-12-20 17:00:00
4435.0,26.0,2011-12-20 18:00:00
4425.0,23.0,2011-12-20 19:00:00
4340.0,22.0,2011-12-20 20:00:00
4194.0,20.0,2011-12-20 21:00:00
3922.0,18.67,2011-12-20 22:00:00
3546.0,18.33,2011-12-20 23:00:00
3221.0,17.67,2011-12-21 00:00:00
3018.0,17.0,2011-12-21 01:00:00
2900.0,20.67,2011-12-21 02:00:00
2847.0,22.0,2011-12-21 03:00:00
2836.0,22.67,2011-12-21 04:00:00
2918.0,25.0,2011-12-21 05:00:00
3173.0,26.33,2011-12-21 06:00:00
3649.0,27.33,2011-12-21 07:00:00
3905.0,28.33,2011-12-21 08:00:00
3923.0,29.67,2011-12-21 09:00:00
3931.0,30.67,2011-12-21 10:00:00
3918.0,32.0,2011-12-21 11:00:00
3893.0,33.67,2011-12-21 12:00:00
3864.0,34.33,2011-12-21 13:00:00
3873.0,35.0,2011-12-21 14:00:00
3847.0,35.67,2011-12-21 15:00:00
3903.0,35.33,2011-12-21 16:00:00
4161.0,36.67,2011-12-21 17:00:00
4282.0,36.67,2011-12-21 18:00:00
4220.0,37.67,2011-12-21 19:00:00
4087.0,37.33,2011-12-21 20:00:00
3902.0,38.0,2011-12-21 21:00:00
3625.0,38.0,2011-12-21 22:00:00
3251.0,38.33,2011-12-21 23:00:00
2903.0,38.33,2011-12-22 00:00:00
2691.0,39.0,2011-12-22 01:00:00
2576.0,39.0,2011-12-22 02:00:00
2519.0,38.67,2011-12-22 03:00:00
2510.0,36.67,2011-12-22 04:00:00
2599.0,36.33,2011-12-22 05:00:00
2854.0,37.0,2011-12-22 06:00:00
3306.0,40.0,2011-12-22 07:00:00
3558.0,41.67,2011-12-22 08:00:00
3595.0,43.0,2011-12-22 09:00:00
3589.0,44.0,2011-12-22 10:00:00
3581.0,46.33,2011-12-22 11:00:00
3532.0,47.67,2011-12-22 12:00:00
3469.0,48.67,2011-12-22 13:00:00
3447.0,48.67,2011-12-22 14:00:00
3425.0,48.33,2011-12-22 15:00:00
3475.0,47.33,2011-12-22 16:00:00
3821.0,45.33,2011-12-22 17:00:00
4036.0,42.67,2011-12-22 18:00:00
4019.0,41.67,2011-12-22 19:00:00
3924.0,40.33,2011-12-22 20:00:00
3772.0,36.67,2011-12-22 21:00:00
3530.0,35.33,2011-12-22 22:00:00
3185.0,37.0,2011-12-22 23:00:00
2880.0,36.33,2011-12-23 00:00:00
2648.0,36.0,2011-12-23 01:00:00
2527.0,36.33,2011-12-23 02:00:00
2463.0,35.67,2011-12-23 03:00:00
2456.0,35.0,2011-12-23 04:00:00
2546.0,34.67,2011-12-23 05:00:00
2755.0,33.0,2011-12-23 06:00:00
3113.0,32.67,2011-12-23 07:00:00
3416.0,32.67,2011-12-23 08:00:00
3580.0,32.67,2011-12-23 09:00:00
3678.0,32.67,2011-12-23 10:00:00
3708.0,33.67,2011-12-23 11:00:00
3694.0,34.33,2011-12-23 12:00:00
3625.0,35.0,2011-12-23 13:00:00
3583.0,35.0,2011-12-23 14:00:00
3546.0,35.0,2011-12-23 15:00:00
3571.0,35.0,2011-12-23 16:00:00
3893.0,33.67,2011-12-23 17:00:00
4088.0,33.0,2011-12-23 18:00:00
4035.0,32.33,2011-12-23 19:00:00
3937.0,31.33,2011-12-23 20:00:00
3815.0,29.67,2011-12-23 21:00:00
3633.0,27.0,2011-12-23 22:00:00
3367.0,25.33,2011-12-23 23:00:00
3087.0,24.0,2011-12-24 00:00:00
2853.0,22.67,2011-12-24 01:00:00
2728.0,21.0,2011-12-24 02:00:00
2681.0,20.0,2011-12-24 03:00:00
2668.0,18.67,2011-12-24 04:00:00
2705.0,17.67,2011-12-24 05:00:00
2806.0,17.0,2011-12-24 06:00:00
3027.0,16.0,2011-12-24 07:00:00
3292.0,15.33,2011-12-24 08:00:00
3560.0,15.0,2011-12-24 09:00:00
3723.0,15.67,2011-12-24 10:00:00
3758.0,16.67,2011-12-24 11:00:00
3732.0,18.33,2011-12-24 12:00:00
3661.0,20.33,2011-12-24 13:00:00
3597.0,21.67,2011-12-24 14:00:00
3568.0,22.33,2011-12-24 15:00:00
3584.0,22.0,2011-12-24 16:00:00
3872.0,20.0,2011-12-24 17:00:00
4000.0,17.67,2011-12-24 18:00:00
3875.0,15.67,2011-12-24 19:00:00
3758.0,14.67,2011-12-24 20:00:00
3699.0,13.0,2011-12-24 21:00:00
3616.0,11.33,2011-12-24 22:00:00
3457.0,10.67,2011-12-24 23:00:00
3246.0,9.33,2011-12-25 00:00:00
3028.0,9.67,2011-12-25 01:00:00
2858.0,9.67,2011-12-25 02:00:00
2788.0,10.33,2011-12-25 03:00:00
2768.0,11.0,2011-12-25 04:00:00
2794.0,13.0,2011-12-25 05:00:00
2860.0,13.0,2011-12-25 06:00:00
3034.0,12.67,2011-12-25 07:00:00
3291.0,15.0,2011-12-25 08:00:00
3566.0,16.67,2011-12-25 09:00:00
3664.0,17.33,2011-12-25 10:00:00
3663.0,19.67,2011-12-25 11:00:00
3646.0,21.0,2011-12-25 12:00:00
3591.0,23.0,2011-12-25 13:00:00
3477.0,24.67,2011-12-25 14:00:00
3398.0,26.67,2011-12-25 15:00:00
3384.0,27.67,2011-12-25 16:00:00
3561.0,28.0,2011-12-25 17:00:00
3647.0,28.0,2011-12-25 18:00:00
3622.0,27.67,2011-12-25 19:00:00
3560.0,27.67,2011-12-25 20:00:00
3472.0,27.67,2011-12-25 21:00:00
3331.0,27.33,2011-12-25 22:00:00
3094.0,27.33,2011-12-25 23:00:00
2859.0,27.33,2011-12-26 00:00:00
2679.0,26.67,2011-12-26 01:00:00
2585.0,26.33,2011-12-26 02:00:00
2545.0,26.33,2011-12-26 03:00:00
2540.0,27.0,2011-12-26 04:00:00
2597.0,26.67,2011-12-26 05:00:00
2721.0,25.67,2011-12-26 06:00:00
2907.0,24.67,2011-12-26 07:00:00
3105.0,24.33,2011-12-26 08:00:00
3306.0,25.67,2011-12-26 09:00:00
3470.0,29.0,2011-12-26 10:00:00
3552.0,32.33,2011-12-26 11:00:00
3547.0,33.0,2011-12-26 12:00:00
3500.0,34.33,2011-12-26 13:00:00
3436.0,34.33,2011-12-26 14:00:00
3403.0,34.33,2011-12-26 15:00:00
3440.0,34.67,2011-12-26 16:00:00
3819.0,32.33,2011-12-26 17:00:00
4096.0,29.33,2011-12-26 18:00:00
4071.0,27.67,2011-12-26 19:00:00
3983.0,25.33,2011-12-26 20:00:00
3823.0,26.67,2011-12-26 21:00:00
3571.0,25.0,2011-12-26 22:00:00
3259.0,23.67,2011-12-26 23:00:00
2976.0,25.0,2011-12-27 00:00:00
2782.0,24.67,2011-12-27 01:00:00
2697.0,24.33,2011-12-27 02:00:00
2666.0,24.67,2011-12-27 03:00:00
2652.0,25.0,2011-12-27 04:00:00
2744.0,25.0,2011-12-27 05:00:00
2955.0,25.67,2011-12-27 06:00:00
3300.0,26.0,2011-12-27 07:00:00
3549.0,25.67,2011-12-27 08:00:00
3683.0,27.67,2011-12-27 09:00:00
3760.0,31.0,2011-12-27 10:00:00
3797.0,34.67,2011-12-27 11:00:00
3775.0,36.33,2011-12-27 12:00:00
3719.0,38.33,2011-12-27 13:00:00
3672.0,39.67,2011-12-27 14:00:00
3638.0,40.67,2011-12-27 15:00:00
3669.0,41.0,2011-12-27 16:00:00
3975.0,40.67,2011-12-27 17:00:00
4113.0,40.33,2011-12-27 18:00:00
4048.0,38.0,2011-12-27 19:00:00
3911.0,38.33,2011-12-27 20:00:00
3721.0,40.67,2011-12-27 21:00:00
3464.0,42.67,2011-12-27 22:00:00
3137.0,43.0,2011-12-27 23:00:00
2852.0,44.33,2011-12-28 00:00:00
2630.0,45.67,2011-12-28 01:00:00
2505.0,47.0,2011-12-28 02:00:00
2421.0,47.67,2011-12-28 03:00:00
2414.0,48.67,2011-12-28 04:00:00
2471.0,47.0,2011-12-28 05:00:00
2646.0,45.0,2011-12-28 06:00:00
